Facultad;Carrera;Día;H_Inicio;H_Salida;Profesor;Semestre;Total Estudiantes;Entrada;Salida;Proyecto
FILO;P MATEMATICA;VIERNES;11;13;DOC_06;2425;47;7;15;0
ARQ;ARQUITECTURA;VIERNES;13;15;DOC_06;2425;24;7;15;0
AGR;AGRONOMIA;VIERNES;11;13;DOC_04;2425;26;10;18;0
FILO;MECATRONICA;VIERNES;14;16;DOC_04;2425;61;10;18;0
CQ;BIO Y FAR;LUNES;11;13;DOC_02;2020;37;7;15;1
FIGEMPA;MINAS;LUNES;9;11;DOC_02;2020;43;7;15;1
CQ;BIO Y FAR;MIERCOLES;12;14;DOC_02;2020;73;7;15;1
FIGEMPA;AMBIENTAL;MIERCOLES;14;16;DOC_02;2020;25;7;15;1
IQ;I QUIMICA;MIERCOLES;9;11;DOC_02;2020;66;7;15;1
FILO;P MATEMATICA;VIERNES;7;9;DOC_09;2020;21;7;15;1
CQ;BIO Y FAR;VIERNES;9;11;DOC_09;2020;69;7;15;1
CQ;BIO Y FAR;MARTES;7;9;DOC_09;2020;60;7;15;1
ICA;INDUSTRIAL;VIERNES;11;13;DOC_09;2020;77;7;15;1
FIGEMPA;AMBIENTAL;VIERNES;9;11;DOC_09;2020;35;7;15;1
CQ;QUIMICA;VIERNES;9;11;DOC_04;2020;28;7;15;0
ICA;CIVIL;MIERCOLES;9;11;DOC_04;2020;30;7;15;0
AGR;AGRONOMIA;JUEVES;7;9;DOC_04;2020;27;7;15;0
FILO;MECATRONICA;VIERNES;11;13;DOC_04;2020;45;7;15;0
ARQ;ARQUITECTURA;VIERNES;7;9;DOC_04;2020;25;7;15;0
ICA;CIVIL;JUEVES;11;13;DOC_04;2020;58;7;15;0
CQ;QUIMICA;MARTES;9;11;DOC_04;2020;53;7;15;0
FILO;P MATEMATICA;LUNES;10;12;DOC_04;2020;44;7;15;0
FILO;P MATEMATICA;MIERCOLES;9;11;DOC_12;2020;6;7;15;1
CQ;BIO Y FAR;JUEVES;10;12;DOC_12;2020;39;7;15;1
FILO;P MATEMATICA;JUEVES;7;9;DOC_06;2020;24;7;15;0
CQ;BIO Y FAR;JUEVES;9;11;DOC_06;2020;53;7;15;0
FILO;P INFORMATICA;LUNES;7;9;DOC_06;2020;28;7;15;0
AGR;AGRONOMIA;MARTES;7;9;DOC_06;2020;8;7;15;0
FILO;P MATEMATICA;MARTES;10;12;DOC_06;2020;44;7;15;0
FILO;P MATEMATICA;MIERCOLES;7;9;DOC_06;2020;14;7;15;0
ICA;CIVIL;VIERNES;7;9;DOC_06;2020;63;7;15;0
ICA;CIVIL;VIERNES;9;11;DOC_06;2020;67;7;15;0
FIGEMPA;PETROLEOS;VIERNES;7;9;DOC_13;NAN;50;7;15;1
ARQ;ARQUITECTURA;MARTES;9;11;DOC_13;2020;24;7;15;1
ARQ;ARQUITECTURA;JUEVES;11;13;DOC_03;2020;22;12;20;0
ICA;INDUSTRIAL;JUEVES;16;18;DOC_03;2020;51;12;20;0
FILO;P MATEMATICA;LUNES;16;18;DOC_03;2020;21;12;20;0
ICA;CIVIL;MARTES;14;16;DOC_03;2020;66;12;20;0
FIGEMPA;GEOLOGIA;MARTES;16;18;DOC_03;2020;19;12;20;0
CQ;BIO Y FAR;MIERCOLES;12;14;DOC_03;2020;73;12;20;0
FILO;P MATEMATICA;MIERCOLES;16;18;DOC_03;2020;29;12;20;0
ICA;CIVIL;JUEVES;16;18;DOC_10;2020;39;12;20;1
ICA;CIVIL;JUEVES;18;20;DOC_10;2020;18;12;20;1
ICA;CIVIL;MARTES;14;16;DOC_10;2020;37;12;20;1
FIGEMPA;GEOLOGIA;MARTES;16;18;DOC_10;2020;18;12;20;1
CQ;QUIMICA;JUEVES;7;9;DOC_08;2020;61;7;15;1
IQ;I QUIMICA;MIERCOLES;11;13;DOC_08;2020;68;7;15;1
FILO;P MATEMATICA;MARTES;7;9;DOC_08;2020;43;7;15;1
FILO;P INFORMATICA;LUNES;7;9;DOC_08;2020;35;7;15;1
FILO;P INFORMATICA;MIERCOLES;7;9;DOC_08;2020;22;7;15;1
FILO;P INFORMATICA;VIERNES;7;9;DOC_08;2020;36;7;15;1
FILO;P MATEMATICA;JUEVES;16;18;DOC_07;2020;40;12;20;0
ICA;CIVIL;LUNES;15;17;DOC_07;2020;63;12;20;0
CQ;BIO Y FAR;LUNES;18;20;DOC_07;2020;8;12;20;0
FIGEMPA;GEOLOGIA;MARTES;14;16;DOC_07;2020;57;12;20;0
FILO;P MATEMATICA;MARTES;16;18;DOC_07;2020;37;12;20;0
ICA;S INFORMACION;MIERCOLES;16;18;DOC_07;2020;65;12;20;0
FILO;P INFORMATICA;MIERCOLES;18;20;DOC_07;2020;37;12;20;0
CQ;BIO Y FAR;VIERNES;13;15;DOC_07;2020;63;12;20;0
FILO;P MATEMATICA;LUNES;16;18;DOC_14;2020;38;12;20;0
FILO;P INFORMATICA;MARTES;18;20;DOC_14;2020;26;12;20;0
